Movie,Worldwide Net Revenue
The Man Who Knew Infinity,2382122 
Max Steel,-5436920 
Everybody Wants Some,-4562874 
Crash,-6587620 
Atlas Shrugged: Part II,-6663947 
Romeo Is Bleeding,-6724415 
The Limey,-3969953 
Rosewater,-6814283 
The House of Mirth,-4850869 
Malone,-7000000 
Peaceful Warrior,-6739821 
Bucky Larson: Born to Be a Star,-7470605 
Hillsong: Let Hope Rise,-7321475 
Bamboozled,-7626063 
Sphinx,1400000 
The Iceman,-6376391 
Testament of Youth,-3353331 
Free Fire,-6206261 
A Better Life,-8115749 
Spider,-8358212 
Gun Shy,-8361798 
Nicholas Nickleby,-6688076 
The Joneses,-6458435 
Krrish,22430721 
Killer Joe,-5340890 
Churchill,-2417804 
Cecil B. Demented,-8046118 
50 to 1,-8930546 
Owning Mahowny,-8852129 
The Ten Commandments,-8948093 
The Brothers Solomon,-9099074 
My Blueberry Nights,12198996 
Illuminata,-9163359 
Coriolanus,-7463293 
Our Friend,-9285745 
Parkland,-8383647 
Swept Away,-9388968 
"War, Inc.",-8700145 
Shaolin Soccer,32776032 
The Brown Bunny,-9369573 
King of California,-8834898 
Rien ne va plus,-4954641 
La femme de chambre du Titanic,-9755535 
Imaginary Heroes,-9709125 
High Heels and Low Lifes,-7848902 
World's Greatest Dad,-9704250 
"Cinco de Mayo, La Batalla",-9826528 
Welcome to the Rileys,-9644081 
Kicks,-9849809 
Free Style,-9278892 
High School,-9751867 
Severance,-4049998 
Edmond,-9758281 
Joheunnom nabbeunnom isanghannom,32226657 
Police Academy 7: Mission to Moscow,-9873753 
Blood Done Sign My Name,-9890617 
The Good Guy,-9893540 
Motherhood,-9276612 
Triple Threat,-9614349 
Eulogy,-9908799 
Elsa & Fred,-9802099 
Alabama Moon,-9952695 
An Alan Smithee Film: Burn Hollywood Burn,-9954221 
The Open Road,-9980284 
Strangerland,-9838903 
Hross i oss,-9988106 
Janky Promoters,-9990931 
Blonde Ambition,-8462521 
The Oxford Murders,7704131 
Barbecue,-9752435 
T-34,29526616 
The Reef,5037867 
White Noise 2: The Light,-1756433 
Jessabelle,-3001641 
American Heist,-7658782 
CODA,-7762382 
It's a Wonderful Afterlife,-8357061 
You Got Served: Beat The World,-8769458 
Fifty Dead Men Walking,-9002079 
Plastic,-9424629 
Message from the King,-9608155 
Nurse 3D,-9620416 
Jungle Shuffle,-9639102 
Ethel & Ernest,-9799553 
Adam Resurrected,-9909091 
Mudbound,-9946441 
The Devil's Tomb,-10000000 
Good Intentions,-10000000 
Partition,-10000000 
Detention,-10000000 
Grizzly,-10000000 
Step Sisters,-10000000 
Irreplaceable You,-10000000 
Passing,-10000000 
Friend Request,1410835 
Gunless,-9441946 
Adventureland,7753055 
Amour,27087044 
Truth,-2757420 
The Lost City,-4343161 
Next Friday,50175307 
You Only Live Twice,102100000 
Poltergeist III,4614000 
Dangal,295649461 
The Runaways,-4221368 
Gentlemen Broncos,-9380045 
Bereurlin,38814840 
Re-Kill,-9500000 
When We First Met,-9500000 
It's a Mad Mad Mad Mad World,50600000 
Volver,77826613 
Melancholia,12417298 
Heavy Metal,10271091 
Words on Bathroom Walls,-6182319 
Jab Tak Hai Jaan,-3393334 
Richard III,-5000666 
Kites,7955193 
Elle,7417708 
Red Dog,11827794 
Mine Vaganti,9772126 
Zarafa,5609816 
Split,269754594 
The Texas Chainsaw Massacre,98967319 
Fiddler on the Roof,71501127 
The Purge: Anarchy,102534881 
Thunderball,132200000 
Escape Room,146615727 
The Curse of La Llorona,114133739 
The Strangers,74051676 
Set It Off,27049108 
Ouija: Origin of Evil,72831866 
The Best Man,25572780 
Child’s Play,35196684 
Happy Death Day 2U,55686515 
Midsommar,37754020 
Sicko,27535837 
Black or White,12971021 
Down to You,11035310 
Harold & Kumar Go to White Castle,10474552 
The Contender,8804273 
Boiler Room,19773637 
Black Christmas,7235738 
The Edge of Seventeen,10096003 
Jackie,27588512 
The Ice Pirates,4075390 
Breakin' All the Rules,3512317 
Glee: The 3D Concert Movie,8462398 
Come Play,3624174 
Henry V,1176701 
Loving,3898064 
The Savages,1642023 
Chasing Papi,3657377 
The Way of the Gun,4061935 
The Sun is Also a Star,-3319090 
Hamlet 2,-4065896 
Igby Goes Down,-3487849 
PCU,-4666431 
The Ultimate Gift,-5561265 
Beautiful,-5865491 
Gracie,-5077957 
The Sapphires,11395040 
Greater,-6999907 
Destroyer,-3134511 
Trust the Man,-6451622 
Undiscovered,-7930682 
Velvet Goldmine,-4686356 
Princess Kaiulani,-8116113 
National Champions,-8524512 
The Legend of Suriyothai,-8538419 
Due occhi diabolici,-8650382 
Dheepan,-1295643 
La fille du RER,-8791837 
All or Nothing,-8813760 
Red Riding: The Year of Our Lord 1974,-8851174 
Flammen og Citronen,-7364759 
Leaves of Grass,-8914473 
Opal Dream,-8985557 
Another Day of Life,-8412246 
Skin Trade,-8998758 
Les gamins,6660664 
Beneath Hill 60,-5559061 
Veronika Decides to Die,-8997757 
Barbarella,-9000000 
A Haunting in Connecticut 2: The Ghosts of Georgia,-9000000 
Polisse,13844132 
Heist,-5575869 
Ultramarines,-8900000 
Crocodile Dundee,319403506 
Dofus - Livre 1: Julith,-8175253 
The I Inside,-8800000 
Le tout nouveau testament,10799856 
Awake,24368648 
The Age of Shadows (??),45900169 
All the President’s Men,42548435 
Manchester by the Sea,69233867 
Crazy Heart,38917251 
Star Wars: The Clone Wars,60195443 
The DUFF,35028634 
Nightcrawler,41834418 
The Lost Boys,23893651 
Dragon Ball Super: Broly,114247755 
The Rose,20700000 
Baggage Claim,14385836 
Middle School: The Worst Years of My Life,14811293 
Haakon Haakonsen,6524232 
Election,8702854 
The Namesake,11788774 
All is Lost,1886814 
Club Dread,-926449 
Bright Star,8720091 
Glitter,-4226628 
The Rover,-5319748 
Silmido,21798347 
Repo! The Genetic Opera,-8301117 
Posledniy bogatyr,22223013 
A.C.O.R.N.S.: Operation Crackdown,-7146713 
My Name is Khan,33885526 
Namastey London,-1568931 
Yeh Jawaani Hai Deewani,42527466 
Limbo,-5701776 
The Wind That Shakes the Barley,17370174 
The City of Your Final Destination,-6946704 
Kurtlar vadisi - Irak,16606717 
Quo Vadis?,21778983 
The Sound of Music,278014195 
Footloose,71808943 
Neuilly Sa Mère,11437575 
Pulp Fiction,204891760 
The Karate Kid,82857623 
The Muppet Movie,68657000 
Splash,54599495 
Little Miss Sunshine,92642353 
Easy A,68200721 
Stand by Me,44287766 
28 Days Later…,74955633 
Escape from Alcatraz,35000000 
You Got Served,42811858 
The Intruder,32597401 
50/50,33334735 
A Thin Line Between Love & Hate,26873513 
A Walk in the Woods,29119358 
Brown Sugar,20315272 
Howards End,18342441 
That Awkward Moment,45068955 
Shutter,39782426 
Modern Problems,16474312 
On Her Majesty's Secret Service,74000000 
Much Ado About Nothing,14549338 
The Player,20876702 
Creepshow,12036244 
Akeelah and the Bee,10959424 
Wes Craven's New Nightmare,10090181 
Drive Me Crazy,14591451 
Enough Said,17621449 
Half Baked,9394881 
New in Town,21937909 
Begin Again,59731796 
American Psycho,26270285 
See No Evil,10828036 
The Good Girl,8585503 
"Bon Cop, Bad Cop",4740705 
The Boondock Saints 2: All Saints Day,2629320 
Prom,2763183 
The Inkwell,864699 
Shadow of the Vampire,279017 
Me and Earl and the Dying Girl,1266180 
It's Kind of a Funny Story,-1367050 
Under Fire,-2303609 
The Pallbearer,-2343612 
Woman on Top,2192613 
Held Up,-3285910 
Morgan,-701214 
Anomalisa,-2293832 
Caché,11891331 
Another Year,12005613 
8 femmes,34376425 
Showdown in Little Tokyo,-5724443 
Clay Pigeons,-5743394 
Le passé,7752575 
Lean on Pete,-5014999 
Made in Dagenham,7644196 
And When Did You Last See Your Father?,-5523509 
Cut Throat City,-7135093 
El Chicano,-7299739 
The Secret of Kells,-4417203 
Mr. Church,-7314220 
Prefontaine,-7409183 
The Wicked Lady,-7410692 
Down in the Valley,-7026557 
Brooklyn Rules,-7541768 
Seberg,-6734881 
The Singing Detective,-7475253 
Ma vie de Courgette,2245743 
Fido,-7543186 
London Fields,-7566268 
Restless,-5227489 
The Land Girls,-7853917 
The Wendell Baker Story,-7872812 
Wild Target,-2685806 
Pathology,-4729026 
Wuthering Heights,-5278466 
A Street Cat Named Bob,9368520 
10th & Wolf,-7856218 
Aloft,-7468861 
Fireflies in the Garden,-4412809 
Dear Wendy,-7553562 
Akira,-6037684 
Welcome to Dongmakgol,40000000 
Feichang Xingyun,13970000 
"Don Gato, el inicio de la pandilla",-3395344 
The Death and Life of Bobby Z,-7585383 
Backstabbing For Beginners,-7656227 
The Report,-7757212 
Swelter,-7955803 
Maurice Richard,-8000000 
Teen Beach Movie,-8000000 
Green Street Hooligans: Underground,-8000000 
Christmas in Beverly Hills,-8000000 
Code of Honor,-8000000 
Burn Your Maps,-8000000 
Imagine Me & You,-4770529 
Swimming Pool,16221282 
Dvizhenie Vverkh,54125449 
"Loulou, l’incroyable secret",-7780804 
The Blood of Heroes,-6817710 
Loin des hommes,-6563082 
La douleur,-4203911 
Driving Miss Daisy,99093296 
Soul Food,35992389 
(500) Days of Summer,27015303 
Rumble in the Bronx,28738752 
Thank You For Smoking,32516662 
Hostel: Part II,26106409 
An Education,22152736 
Extract,3349158 
Narc,4343260 
Shopgirl,4258418 
The Hotel New Hampshire,-2357142 
Men with Brooms,-3260233 
Witless Protection,-3348164 
The Work and the Glory,-4152353 
Albert Nobbs,1039003 
The Neon Demon,-3940197 
Masked and Anonymous,-6944665 
Borg vs McEnroe,1324873 
Betty Fisher et autres histoires,-7293600 
Code 46,-5711676 
Black November,-7461646 
The Hole,3334406 
Outside Bet,-7486476 
Kirikou Et Les Hommes Et Les Femmes,-7499983 
Pound of Flesh,-7500000 
Little Evil,-7500000 
The Bye Bye Man,23787727 
Ta Ra Rum Pum,2043864 
Crash,93869956 
Persepolis,18097187 
Harry Brown,4723606 
Skammerens datter,-3935487 
Die Welle,27872948 
Diamonds Are Forever,108799985 
The Omega Code,5478312 
3,-6904508 
Juno,224450102 
The Godfather,263007394 
Magic Mike,163549753 
Flashdance,194463574 
I Can Only Imagine,78783567 
Earthquake,72700000 
The Invisible Man,132011965 
Five Feet Apart,85554209 
Pee Wee's Big Adventure,33940662 
The Piano,33207064 
Jumping the Broom,31158601 
Live and Let Die,154800000 
My Dog Skip,28795319 
Darkness Falls,40289758 
"Definitely, Maybe",48617866 
"Good Night, and Good Luck",49586901 
Capote,42924079 
The Great Gatsby,19533200 
Fantasy Island,41518957 
The Descent,50051053 
Desperado,18532388 
Logan's Run,18000000 
Gifted,29964656 
Fargo,44203507 
Kingdom Come,16393939 
The Man with the Golden Gun,90600000 
Action Jackson,13257000 
Breathless,12910002 
Michael Jordan to the MAX,12276267 
Dope,11190831 
BrightBurn,26183640 
The Devil’s Rejects,13940428 
Devil's Due,29146087 
Flirting with Disaster,9149180 
Beyond the Lights,7618727 
Buffy the Vampire Slayer,7231669 
In Too Deep,8471229 
"House of 1,000 Corpses",10005466 
Silver Bullet,3803211 
House of the Dead,6860078 
A Serious Man,23360570 
Get Low,3828305 
A Single Man,21142379 
Warlock,1824553 
The Last Temptation of Christ,1373585 
Cyrus,3062896 
Outside Providence,824358 
Bride & Prejudice,18269040 
Rabbit-Proof Fence,9866928 
Who's Your Caddy?,-1305692 
20th Century Women,2353729 
Split Second,-1569178 
Nikita,-1982029 
The Other Side of Heaven,-2279629 
Dark Angel,-2627439 
American Anthem,-3428376 
Veer-Zaara,17859 
Redbelt,-4332916 
A Dog of Flanders,-4834363 
Auto Focus,-4296179 
Assassination Nation,-4147241 
The Mighty Macs,-5108064 
Somewhere,10023121 
We Need to Talk About Kevin,3765283 
Factory Girl,-5338536 
The Christmas Candle,-5066171 
The Kid,-5406827 
I Hope They Serve Beer in Hell,-5570547 
Finding Your Feet,10570654 
Losin' It,-5753859 
Mother and Child,-462821 
March or Die,-6000000 
Les Visiteurs,91754000 
Freeheld,-5267772 
Dom Hemingway,-5142542 
The Extra Man,-6507892 
Hesher,-6617054 
Chairman of the Board,-6693285 
Gerry,-6280301 
Wah-Wah,-6536961 
The Heart of Me,-6468778 
Ca$h,-6953512 
Trudno byt bogom,-6958962 
The Boondock Saints,-6588126 
Twixt,-5729658 
Des nouvelles de la planète Mars,-6417151 
Snezhnaya koroleva,8193977 
Oddball,3338919 
Chempion mira,-260011 
Z Storm,-4946670 
Geroy,-5454879 
Criminal Activities,-6613256 
High School Musical 2,-7000000 
The Kings of Appletown,-7000000 
Stargate - The Ark of Truth,-7000000 
Alpha & Omega: The Legend of the Saw Tooth Cave,-7000000 
Pale Rider,34510568 
House at the End of the Street,37203982 
Dazed and Confused,1061889 
Two Lovers and a Bear,-6817727 
Incendies,9217448 
Aimée & Jaguar,-5872893 
The Chumscrubber,-6750474 
Shade,2733964 
Bran Nue Dae,62530 
Palmer,-6713933 
"Remember Me, My Love",-6476122 
Perrier’s Bounty,-6599172 
Tropa de Elite,7781305 
Annabelle,250357527 
Hannah Montana and Miley Cyrus: Best of Both Wo…,64212099 
Boyz n the Hood,49715095 
La Bamba,47715416 
The Four Seasons,35988161 
Dressed to Kill,25399000 
Countdown,35676201 
The Adventures of Huck Finn,17603594 
My Little Pony: The Movie,54794644 
Go!,21883441 
Friends with Money,11610152 
The Andromeda Strain,5876563 
Bats,3655691 
Same Kind of Different as Me,-31336 
Nowhere in Africa,68446 
Shame,13912841 
Layer Cake,5245931 
The East,-3472044 
The Work and the Glory: American Zion,-4474968 
The Messenger,-4755048 
A Home at the End of the World,-5461772 
Aberdeen,-6435852 
Tracker,-6496851 
The Terminator,71619031 
"Good Bye, Lenin!",72984533 
Personal Shopper,-2595023 
Control,2502141 
The Damned United,-2200126 
Retf?rdighedens Ryttere,-5119409 
Adopte un veuf,2994401 
Operation Mincemeat,9307881 
Die F?lscher,13949663 
Trener,6951162 
Ordinary People,46102978 
The Peanut Butter Falcon,16991551 
Return of the Living Dead Part II,3005924 
Gomorra,31139594 
Les Innocentes,3049142 
Mallrats,-3991633 
Brice de Nice,28531405 
Grease,381472317 
Platoon,131978395 
An Officer and a Gentleman,123795554 
Fahrenheit 9/11,215148959 
Butch Cassidy and the Sundance Kid,96311313 
Mary Poppins,96296470 
Breaking In,45485382 
West Side Story,41596274 
Around the World in 80 Days,36000000 
Caddyshack,33849764 
Ready or Not,50785851 
The Brothers,21958191 
The Wrestler,40634275 
Do the Right Thing,20051502 
Escape from New York,19275289 
The Wood,19059640 
The Usual Suspects,28449356 
Chinatown,17169837 
Booksmart,18948141 
A Nightmare On Elm Street: The Dream Child,16168359 
National Lampoon’s Van Wilder,33241323 
Duel in the Sun,14400000 
Unplanned,15413603 
Best in Show,14695413 
The Last King of Scotland,43155371 
A Mighty Wind,12504539 
The Prodigy,16413145 
The Possession of Hannah Grace,36873730 
School Daze,8545844 
Daddy Day Camp,12209872 
Mystic Pizza,6793213 
Mr. Nice Guy,25716953 
War and Peace,6526685 
Sliding Doors,52809149 
Tales from the Hood,5784569 
Halloween 5: The Revenge of Michael Myers,5642254 
The Words,10369708 
The Year of Living Dangerously,4278575 
The Lady in the Van,36320503 
Bernie,4106975 
Freaky,12073433 
Pollock,4557291 
Dolphins and Whales Tribes of the Ocean 3D,11252287 
200 Cigarettes,852450 
City Island,2173486 
Unbroken: Path to Redemption,216897 
Casa de mi Padre,2446952 
The Guard,15197454 
The Virgin Suicides,4619770 
College,176114 
La science des rêves,9137932 
Little Voice,15787233 
Miss March,-1286941 
Simply Irresistible,-1601011 
Wish I Was Here,591365 
"Juliet, Naked",-232842 
Venus,1818479 
Veronica Mars,-2514617 
Only the Strong,-2726412 
Hedwig and the Angry Inch,-2259970 
Shattered Glass,-2543398 
The Father,30453249 
The Wackness,-2669988 
Novocaine,-3477072 
Polytechnique,-4581696 
Snow Flower and the Secret Fan,5348205 
Mandy,-4525776 
The Business of Strangers,-4709080 
J?san-nin no shikaku,12727440 
Beastmaster 2: Through the Portal of Time,-5226510 
The Wild Bunch,-5490576 
Under sandet,-1040961 
The 5th Quarter,-5591841 
The First Great Train Robbery,-5608058 
Morvern Callar,-5732806 
The Flower of Evil,-5818202 
Akmareul Boatda (??? ???),7168809 
Come Early Morning,-5880548 
The Greatest,-5882204 
Beasts of No Nation,-5909223 
Deadfall,-4326365 
Julia,-4634892 
Lucky Break,-1683503 
"Surfer, Dude",-5963503 
Song One,-5562911 
Lake of Fire,-5973993 
Don McKay,-5986278 
épouse-moi mon pote,16367263 
Prityazhenie,13594567 
Benji,-5414667 
11:14,-6000000 
Icarus,-6000000 
Men of War,-6000000 
A Shine of Rainbows,-6000000 
Freaky Deaky,-6000000 
The Hit List,-6000000 
Tallulah,-6000000 
Videodrome,-3831561 
Emma,31931658 
L'auberge espagnole,-1989139 
Doktor Dinozavrov (Доктор Динозавров)…,-5900000 
Planet of the Apes,27598936 
The Train,1000000 
Winter in Wartime,3862214 
Foolproof,-5378979 
Trade of Innocents,-5784909 
Tom yum goong,37344087 
Stiff Upper Lips,-5630418 
Druk,15998895 
The Inbetweeners,80351320 
Valhalla Rising,-4968387 
Bend it Like Beckham,68966042 
Crossover,1409668 
Sunshine State,-2318102 
Standing Ovation,-5068194 
Khiladi 786,9083763 
[Rec] 2,12927766 
The Sting,154116327 
Chariots of Fire,56410507 
Diary of a Mad Black Woman,44958356 
Shine,31175932 
Don Jon,35768579 
Show Dogs,34514998 
High Plains Drifter,10200000 
Hell Fest,12794883 
Mambo Italiano,6899772 
Loving Vincent,38571758 
Ghost World,3261608 
Iris,192941 
Galaxina,-635000 
Les Choristes,78025626 
Wonderland,-4371532 
De battre mon coeur s'est arrêté,3089831 
Haevnen,10367314 
Le Havre,7980196 
El Clan,16625102 
Harvard Man,-5443347 
Berlin Syndrome,-4711809 
Salvation Boulevard,-5471532 
R100,-5475044 
Miss Julie,-4636105 
Animals,-5500000 
Portrait de la jeune fille en feu,6579536 
Irreversible,2733256 
N?o Pare na Pista: A Melhor História de Paulo C…,-4664676 
Tao Jie,-671104 
Sound of Metal,-4883181 
47 Meters Down,57333705 
Rang De Basanti,23897694 
Grabbers,-4859179 
La Vie d'Adèle – Chapitres 1 & 2,17645151 
Hodejegerne,14934208 
The Ten,-4463323 
A Room for Romeo Brass,-5229903 
The Girl with all the Gifts,-448163 
Wilson,-3200000 
Saint Ralph,-3504874 
Dum Maaro Dum,6433427 
Rebelles,2060661 
Somewhere in Time,4609597 
My Big Fat Greek Wedding,369890034 
Get Out,247297405 
Paranormal Activity 3,202039844 
Saw II,147925093 
Insidious Chapter 2,156921515 
Lights Out,143806510 
The Visit,93677816 
Happy Death Day,120010260 
Paranormal Activity 4,137817992 
Ouija,98300632 
MA,56220784 
A Nightmare On Elm Street 3: Dream Warriors,39793222 
No se Aceptan Devoluciones,95486616 
The Gift,53978477 
The Big Sick,51868677 
The Return of the Pink Panther,36833347 
The Robe,31010887 
Freddy’s Dead: The Final Nightmare,29872033 
Overcomer,33102988 
Monster,59200321 
Paranormal Activity: The Marked Ones,85904854 
"20,000 Leagues Under the Sea",23200000 
Oculus,39115496 
Dallas Buyers Club,55611845 
No Escape,37844516 
The Elephant Man,21024614 
The Lazarus Effect,33359310 
Memento,34719431 
Our Idiot Brother,20861249 
The Strangers: Prey at Night,27144262 
Clerks II,22342246 
The Players Club,18047939 
Billy Elliot,104252972 
The Way Way Back,21853810 
"As Above, So Below",36824066 
God’s Not Dead 2,18551286 
The Apostle,16277770 
The Man From Snowy River,15659423 
House Party 2,14438638 
Doug's 1st Movie,14421271 
Race,18745772 
Mommie Dearest,20032000 
Still Alice,36598366 
Halloween 4: The Return of Michael Myers,12768757 
Apollo 18,21517819 
"Paul, Apostle of Christ",21078500 
Addicted,12499242 
O (Othello),11017403 
Gretel & Hansel,17052456 
Halloween: The Curse of Michael Myers,10126948 
The Egyptian,10000000 
Eve's Bayou,9843425 
Nighthawks,14600000 
Friday the 13th Part VIII: Jason Takes Manhattan,9343976 
Spring Breakers,26149251 
It Comes at Night,14720203 
Y Tu Mamá También,28649881 
Shaun of the Dead,24832586 
The Haunting of Molly Hartley,10318257 
Hillary’s America: The Secret History of the De…,8099931 
Lone Star,7961389 
April Fool's Day,7947763 
Diner,7592907 
Before I Fall,13945682 
Lone Wolf McQuade,7232628 
Sunshine Cleaning,12329337 
Fifty Shades of Black,17113075 
A Farewell To Arms,6017403 
Solomon and Sheba,6016959 
The Beastmaster,5751126 
Not Easily Broken,5732909 
Black Christmas,13526087 
Moms’ Night Out,5537341 
Win Win,6869063 
The Belko Experiment,6792942 
The Perfect Match,5182050 
Digimon: The Movie,11628751 
Saved!,5206551 
Les invasions barbares,20913869 
Robin and Marian,3000000 
Force 10 from Navarone,2100000 
The Forsaken,1755271 
Jexi,5601127 
Fahrenheit 11/9,1653715 
UHF,1157157 
Sea Rex 3D: Journey to a Prehistoric World,11515203 
Grandma’s Boy,1590172 
Captain Fantastic,16340234 
Slums of Beverly Hills,502773 
Once Upon a Time in the West,380513 
Made,476060 
Don’t Let Go,288136 
La mala educación,35311842 
Moon,5676073 
Zola,-1849 
90 Minutes in Heaven,-183858 
Incarnate,4371036 
Eddie and the Cruisers,-314903 
Keeping Up with the Steins,-585247 
The Sweet Hereafter,2951247 
Bottle Shock,-184110 
My Old Lady,10220308 
Des Hommes et Des Dieux,41263525 
Jekyll and Hyde... Together Again,-1292417 
Nomadland,33728987 
Table 19,-379601 
The Beach Bum,-732192 
Green Room,-1192497 
Thoroughbreds,-1525779 
Heavenly Creatures,438120 
The Other Side of the Door,7905107 
Everything Must Go,-2178990 
Kill the Messenger,1656705 
Rabbit Hole,1205034 
Jem and the Holograms,-2631063 
Paterson,5727536 
Zero Effect,-2919307 
A Midnight Clear,-3473303 
The Machinist,3655397 
Light Sleeper,-3949139 
American Teen,-4010681 
Atlas Shrugged: Who Is John Galt?,-4148310 
Party Monster,-4105970 
Eddie and the Cruisers II,-4460000 
The Oh in Ohio,-4351817 
Bottle Rocket,-4592424 
Ain't Them Bodies Saints,-3924991 
Albino Alligator,-4646520 
Jimi: All is By My Side,-4072926 
Skins,-4750796 
"Gandhi, My Father",-2984996 
Standard Operating Procedure,-4667880 
Tucker & Dale vs. Evil,476378 
Touchback,-4795843 
No Looking Back,-4856727 
Cop Car,-4856342 
"Lovely, Still",-4717313 
Tycoon,-4878984 
Desert Blue,-4900853 
Decoys,-4903240 
Stuck,-4932495 
Redacted,-4138675 
Rudderless,-4415501 
Fascination,-4916644 
Grace,-4991703 
Area 51,-4992444 
Revenge of the Green Dragons,-4786836 
Mientras duermes,4109597 
Flying By,-431743 
The Cottage,-3495040 
Palm Springs,-3952926 
A Day to Die,-4901384 
Dying of the Light,-4925361 
Yoga Hosers,-4961233 
Grand Isle,-4994556 
Born of War,-4999329 
Capricorn One,-4999599 
Dead Like Me: Life After Death,-5000000 
Farce of the Penguins,-5000000 
Psych 9,-5000000 
Wheelman,-5000000 
Reach Me,-5000000 
Henry & Me,-5000000 
Let's Kill Ward's Wife,-5000000 
We Have Your Husband,-5000000 
Should've Been Romeo,-5000000 
Aztec Warrior,-5000000 
Navy SEAL vs. Zombies,-5000000 
The Hatching,-5000000 
Running Forever,-5000000 
7500,-5000000 
Occupied City,-5000000 
Every Day,7926031 
Mommy,12636004 
Obsluhoval jsem anglického krále,2274984 
Soul Kitchen,18447461 
The Awakening,2024321 
All Hat,-4884802 
Sling Blade,29341390 
Hostel,77441110 
Zimna wojna,20230444 
Only God Forgives,-305440 
Take Shelter,222016 
Tristram Shandy: A Cock and Bull Story,-1688237 
The Texas Chainsaw Massacre 2,3325872 
Lady in White,-2994861 
Driving Lessons,-4460038 
Without Men,-4700000 
Treading Water,-4700000 
Pat Garrett and Billy the Kid,6361217 
Camping Sauvage,-1120698 
Barfi,32151984 
Dear Frankie,-1500631 
The Assassination of Richard Nixon,280143 
Le nom des gens,4661711 
Savage Grace,-3631195 
Out of the Blue,-3868233 
Occupation,-4564889 
Police Academy,76698894 
Four Weddings and a Funeral,238395809 
The Blue Lagoon,43423795 
Barbarian,40324668 
Fast Times at Ridgemont High,22593116 
Secrets & Lies,11590874 
25th Hour,20844490 
After Hours,6109321 
Moby Dick,5912402 
The Lobster,13519834 
Bound,2511317 
Requiem for a Dream,2889233 
State Fair,-1000000 
L?t den r?tte komma in,7747682 
Tango,928387 
Salvador,-3000000 
Donnie Darko,3010154 
Salvando al Soldado Perez,4830465 
Karakter,-3786587 
Nannerl la soeur de Mozart,-2095361 
Spun,-3477351 
Life During Wartime,-4218553 
Chinjeolhan geumjassi,18971871 
Blackthorn,-3282693 
Maggie,-3472240 
Lilja 4-ever,48505 
After.Life,-2018075 
Mean Machine,-4407277 
Fong juk,-4448043 
Spoken Word,-4467039 
The Sweeney,3500366 
Falcon Rising,-4488226 
J’ai perdu mon corps,-2860462 
Blood Quantum,-4489074 
Hansel & Gretel Get Baked,-4500000 
Fugly!,-4500000 
Zipper,-4500000 
The Final Girls,-4500000 
Daisy Winters,-4500000 
One Flew Over the Cuckoo's Nest,158874115 
Silent Movie,31745695 
Airlift (2016),5569237 
R.L. Stine’s Monsterville: The Cabinet of Souls,-4400000 
Anna,-3157373 
Whale Rider,35074600 
Sexy Beast,5858354 
Paa,5491282 
Snabba Cash,5912403 
Night of the Living Dead,1635247 
Nochnoy dozor,29713542 
Animal Kingdom,3878683 
George A. Romero's Survival of the Dead,-4098260 
Cargo,-3886770 
High School Musical,-4194060 
Love and Death on Long Island,-1487736 
Porky's,105492484 
Peter Pan,83400000 
The Crying Game,58546695 
Lost in Translation,113085297 
Annie Hall,34252270 
The Boy Next Door,49401938 
The Greatest Show on Earth,32000000 
Leaving Las Vegas,45800000 
Monster's Ball,39766463 
Boyhood,53273049 
Exodus,17750000 
Father Stu,17806425 
The Kids Are All Right,32275469 
Life of Brian,16522496 
A Haunted House 2,17206861 
Late Night,18373378 
The Last Exorcism Part II,21448707 
The Front Page,11000000 
Trapeze,10400000 
The Return of the Living Dead,10238634 
They Live,9001044 
Saving Grace,23786849 
The Great Escape,7972799 
What the #$'! Do We Know,7704768 
The Lighthouse,14262307 
The Darkness,6904495 
Scoop,36103262 
The Wash,6097096 
3 Strikes,5821335 
The Visitor,15174817 
Traffik,5561231 
The Cooler,7131455 
The Misfits,4200000 
The Night Listener,6770993 
The Jerky Boys,3555256 
El orfanato,75250193 
Bug,4302995 
The Rules of Attraction,7799060 
Topaz,2000000 
Let's Go to Prison,630045 
Four Rooms,301000 
Secretary,5412015 
The Real Cancun,188034 
Talk Radio,-531428 
Waiting for Guffman,-1077012 
Love Stinks,-1206224 
Samsara,1966671 
You Kill Me,-141036 
Cafarnaúm,61233793 
The Art of Getting By,-2010965 
Thumbsucker,-2080803 
Red State,-2016404 
MirrorMask,-3026387 
The Barbarians,-3200000 
Holy Motors,230426 
The Signal,-1334678 
Poolhall Junkies,-3436289 
The Loss of Sexual Innocence,-3600207 
The Face of Love,-2841123 
Joe,-3626625 
Prison,-3645296 
Shooting Fish,-3697796 
Adoration,-3615756 
Psycho Beach Party,-3732028 
The Big Tease,-3814423 
Polina danser sa vie,-3046686 
Desert Dancer,-3403665 
"Guten Tag, Ramon",854356 
Mondays in the Sun,-3853598 
Manglehorn,-3202561 
Tau ming chong,34899792 
Trust,-3879984 
Sweet Country,-1708455 
An Everlasting Piece,-3924922 
Among Giants,-3935641 
The Velocity of Gary,-3965855 
Stake Land,-3320518 
Praia do Futuro,-3239322 
Sonny,-3982361 
The Last Time I Committed Suicide,-3987164 
13 Sins,-3952448 
Another Happy Day,-3021473 
Inescapable,-3995673 
Perfectos Desconocidos,27166312 
Geograf globus propil,454853 
Down a Dark Hall,-1157824 
Patients of a Saint,-3406852 
A Lonely Place to Die,-3557450 
Brawl in Cell Block 99,-3920792 
